file_name,key_item,Legal Terms,Predicted Legal Terms,levenshtein_distance,levenshtein_distance_scaled,cosine_similarity
Site Lease - GLD - Canton (ES).pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",," No information about price per kWh, kW, MW, or MWh was found in the provided document.",,,
Site Lease - GLD - Canton (ES).pdf,Prevailing Party Provision (Y/N),The prevailing party in any action or proceeding in court to enforce the terms of this Agreement shall be entitled to receive its reasonable attorneys' fees and other reasonable enforcement costs and expenses from the non-prevailing party., There is no information about prevailing party provision in the provided document.,189.0,0.7907949790794979,0.6897516281819971
Site Lease - GLD - Canton (ES).pdf,Property Size,"Hereby demises and leases to Tenant, and Tenant hereby leases from Owner, for the purposes described herein, ±19.9 acres thereof (the ""Premises""),",,,,
Site Lease - GLD - Canton (ES).pdf,Property Tax ($),," ""Owner shall within sixty (60) days of the Effective Date provide
Tenant with any and all local, state or federal permits, approvals, authorizations, registrations, and licenses
applicable to the Property (""Owner Permits""), which shall be set forth in Schedule 4(a) hereto.""",,,
Site Lease - GLD - Canton (ES).pdf,Purchase Options,"Upon Owner's exercise of the right of first offer, Owner shall thereupon enter into a purchase and sale agreement with the Tenant upon the offered terms and conditions and the conveyance shall be required to close within thirty (30) days.", No sections of the document provided contain information regarding the Lessee's ability to purchase the land from the Lessor.,175.0,0.7352941176470589,0.6816155750147006
Site Lease - GLD - Canton (ES).pdf,Quiet Enjoyment,," Section 2. Landlord's Interest in Premises/Tenant's Quiet Enjoyment. Landlord
represents, warrants and covenants that Landlord (check appropriate box) [X] is the fee title owner
of the Property or [_] has a leasehold interest in the Property, in which event Landlord represents,
warrants and covenants that Landlord has a valid leasehold interest in the Property and that
Landlord is not in default of its lease. Landlord represents, warrants and covenants that Landlord
has lawful authorization to use and occupy the Premises and that Tenant, subject to all of the
terms and conditions of this Lease, and provided that Tenant has not committed or suffered to be
committed a Tenant Event of Default, shall have quiet and peaceful possession of the Premises
for the permitted Use, free from any claim of any Person of superior title thereto without
hindrance to or interference with or molestation of Tenant's quiet enjoyment thereof, throughout
the Term",,,
Site Lease - GLD - Canton (ES).pdf,Removal Requirements,," **Removal of Solar Facility**
Subject to the terms and conditions of this section, Tenant shall remove the Solar Facility at the end or termination of the Lease, as it may be renewed. Tenant shall provide Owner with a minimum of thirty (60) days’ notice of its intent to remove the Solar Facility (""Tenant's Removal Notice"")

**Removal and Relocation**
1. If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost and expense, remove the Solar System from the Premises and restore the License Areas in accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations survive the termination of this Lease until said Removal Obligations are fully completed. Tenant shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date

**Default Removal Period**
Upon a Default Termination, Tenant shall have access to the Premises and the License Areas for up to ninety (90) days from the date of the Default Termination Notice (“Default Removal Period”) to remove the Solar System from the Premises in accordance with this Subsection I.D.2.a(i) During the Default Removal Period Tenant shall, at its sole cost and expense, diligently remove the Solar System and/or all partially installed portions thereof from the Premises in accordance with all Approvals, all Final Approvals, if applicable, and all Applicable Laws and shall obtain all additional Governmental Agency and Local Utility approvals required by Applicable Laws for such removal (""Removal Approvals"") (contingent upon Landlord signing application forms, if required by the applicable Governmental Agency, at no cost and expense to Landlord, required to obtain the Removal Approvals), shall comply with all Removal Approvals and shall repair all damage and remove all alterations to the Property, including, but not limited to, the Buildings and the Roofs, caused by said installation and/or partial installation of the Solar System, in accordance with all Applicable Laws, such that the Property, including, but not limited to the Buildings and the Roofs, is in the same condition as it was in prior to the commencement of any installation and/or partial installation of the Solar System, normal wear and tear excepted, referred to collectively in this Lease as the ""Removal Obligations."" The Removal Obligations also include the obligation to remove all equipment and materials from all License Areas and to restore all License Areas to the same condition that they were in prior to the placement of any materials in connection with the Solar System, the removal thereof and/or the commencement of any installation, partial installation and/or removal of the Solar System, normal wear and tear excepted",,,
Site Lease - GLD - Canton (ES).pdf,Removal Timeline & Expectations,"Tenant shall provide Owner with a minimum of thirty (60) days' notice of its intent to remove the Solar Facility (""Tenant's Removal Notice"")."," **VII. REMOVAL AND RELOCATION.**
A.
1.
If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or
Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost
and expense, remove the Solar System from the Premises and restore the License Areas in
accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations
survive the termination of this Lease until said Removal Obligations are fully completed. Tenant
shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date",486.0,0.8364888123924269,0.8397413049234713
Site Lease - GLD - Canton (ES).pdf,Renewal Terms,"Tenant shall have three (3) options to extend this Lease, each option being for a tenn of five (5) years (each, a ""Renewal Term""). Tenant shall exercise such extension option, if at all, by giving written notice to Owner not more than twelve (12) months nor less than three (3) months prior to the expiration of the then current term of the Lease."," **Renewal Terms**

Provided Tenant is not in default of the terms of this Lease, Tenant shall have three (3) options to extend this Lease, each option being for a term of five (5) years (each, a “Renewal Term”). Tenant shall exercise such extension option, if at all, by giving written notice to Owner not more than twelve (12) months nor less than three (3) months prior to the expiration of the then current term of the Lease",87.0,0.20327102803738317,0.9743099841596254
Site Lease - GLD - Canton (ES).pdf,Rent Amount,Section 3.," Rent Amount

""Rent"" is defined in Paragraph II.F of this Lease.",58.0,0.90625,0.6026655873542478
Site Lease - GLD - Canton (ES).pdf,Rent Calculation,," **TERM: Rent Calculation**

**DEFINITION: Price**

""Percentage Rent"" is defined in Paragraph II.D of this Lease.",,,
Site Lease - GLD - Canton (ES).pdf,Rent Commencement,"Commencing on the date that Central Maine Power (""CMP"") issues the Permission to Operate (PTO) or the final analogous permit or approval allowing the Project to begin delivering electrical output to the grid at its rated capacity (the ""Commencement Date"")"," **Rent Commencement**

- From Commencement of Construction until the Commercial Operation Date, Tenant shall pay the Landlord five thousand dollars ($5,000) per month for site access, equipment storage and rental of the construction staging areas (""Storage and Staging Area Rent"").


- Commencing on the Commercial Operation Date and for each year of the Term thereafter, Tenant shall pay Landlord Twenty Eight Thousand and Five Hundered Dollars ($28,500.00) per annum (""Base Rent""), based on the Expected Capacity, with an annual escalation of 2% percent.",419.0,0.7522441651705566,0.6935271701338885
Site Lease - GLD - Canton (ES).pdf,Rent Escalator (Amount),Annual Rent for Years 3-20: Previous year Annual Rent increased by 2%,,,,
Site Lease - GLD - Canton (ES).pdf,Rent Escalator (Y/N),,,,,
Site Lease - GLD - Canton (ES).pdf,Rent Escalator Effective Date,Annual Rent for Years 3-20: Previous year Annual Rent increased by 2%, There is no information about Rent Escalator Effective Date in the provided document.,65.0,0.7558139534883721,0.6763347782359169
Site Lease - GLD - Canton (ES).pdf,SNDA,," ""SNDA"" means a subordination, non-disturbance and attornment agreement from a
Lender. Such SNDA shall:
acknowledge and consent to the Tenant's rights in the Premises and License Areas,
b. acknowledge that such Lender has no interest in the Solar System and
Environmental Attributes and shall not gain any interest in the Solar System and Environmental
Attributes by virtue of the Landlord's or the Tenant's performance or breach of this Lease, and
a.",,,
Site Lease - GLD - Canton (ES).pdf,Site Access Rights,," **Access Rights**
- Tenant shall have 24-hours-a-day, 7-days-a-week access to the Premises and the Easements (the ""Access"") at all times during the Feasibility and Permitting Period, and Operations Term of this Lease and any Renewal Term; access to the rights of way designated as ""temporary"" in Exhibit B shall terminate no more than 180 days following issuance of the PTO unless specifically designated as having a longer period in Exhibit B.",,,
Site Lease - GLD - Canton (ES).pdf,Site Control Terms,," **TERM: Site Control Terms**

**DEFINITION: Allows us to actually construct and operate a project, making any decisions and changes**

**Sections of the document:**

(a) During the period commencing on the Effective Date and terminating twelve (12) months thereafter (as the same may be extended pursuant to Section 4(c) hereof) (the “Feasibility and Permitting Period""), Tenant, and its agents and contractors, are hereby granted the right, at Tenant's sole cost and expense, to enter upon the Property and conduct such analyses, tests, reviews, inspections and studies (collectively, the “Tests"") as Tenant deems necessary to determine the Property's suitability for Tenant's intended use thereof and to obtain any and all permits, licenses, agreements and entitlements necessary for Tenant's intended use of the Property.

(d) If prior to the Construction Commencement Date as defined below, in the sole and absolute discretion of Tenant, the Property is not suitable for Tenant's intended use thereof, or Tenant determines that the construction and operation of the Project on the Property would not be in Tenant's best interest, or Tenant is unsuccessful in obtaining the permits necessary for Tenant's intended use of the Property, then Tenant shall have the right at any time prior to the Construction Commencement Date to terminate this Agreement by providing written notice thereof to Owner.",,,
Site Lease - GLD - Canton (ES).pdf,Site Lease Prepayment (Amount),," ```
Year 1
no termination
Year 2
no termination
Year 3
no termination
Year 4
no termination
Year 5
no termination
```",,,
Site Lease - GLD - Canton (ES).pdf,Site Lease Prepayment (Y/N),," TERM: Site Lease Prepayment (Y/N): No
    DEFINITION: Is there a front-loaded payment early in the lease term (i.e. is first year or are earlier years of lease subject to higher payment than later years?)

    Sections of the document:

    ""Year 1
    Year 2
    Year 3
    Year 4
    Year 5
    no termination
    no termination
    no termination
    no termination
    no termination""",,,
Site Lease - GLD - Canton (ES).pdf,Summary of Economic Terms,," ""RENT
A.
BASE RENT.
Tenant shall pay to Landlord as base rent during the Term the sum of One Hundred
Thousand and 00/100 Dollars ($100,000.00) per annum, payable in equal monthly
installments of Eight Thousand Three Hundred Thirty-Three and 33/100 Dollars ($8,333.33)
on the first day of each month during the Term, commencing on the first day of the month
following the Structural Approval Date.
B.
TAX RENT.
In addition to the Base Rent, Tenant shall pay to Landlord as additional rent, on or
before the Tax Rent Due Date, an amount equal to the Tax Rent, as defined in Subparagraph
II.B.1 of this Lease.
C. ADDITIONAL RENT
In addition to the Base Rent and Tax Rent, Tenant shall pay to Landlord as additional
rent, on or before the Additional Rent Due Date, an amount equal to the Additional Rent, as
defined in Subparagraph II.C.1 of this Lease.
D. PERCENTAGE RENT.
Tenant shall pay five percent (5%) of Tenant's Gross Revenues (as defined below)
derived from and attributable to the Solar System (the ""Percentage Rent""), which Percentage Rent
shall be paid on a semi-annual basis on or before July 31st (with respect to the period from January
1st through June 30th) and on or before January 31st (with respect to the period from July 1st
through December 31st) during each year of the Term after the Commercial Operation Date. For
the purposes of this Lease, ""Gross Revenues” shall mean (i) the actual gross revenues received by
Tenant from the sale and delivery of Clean Energy Credits to Landlord and Other Tenants or
occupants of the Property pursuant to one or more Solar Service Participation Agreements, or by
any licensee, concessionaire or other person in, at, from, or arising out of the Tenant's Permitted
Use of the Premises, including, but not limited to, revenues received from the administration of
the VNMP and any sales of Energy Output, in excess of the Energy Output consumed on the
Property, to the Local Utility. Tenant shall, with each payment of Percentage Rent, provide
Landlord, in accordance with Paragraph X.B. of this Lease, with (i) a certified statement, signed
by Tenant's Chief Financial Officer, of the Tenant's Gross Revenues during the applicable time
period for which the Percentage Rent is due, (ii) certified, true copies of each Solar Service
Participation Agreement in effect during the applicable time period for which the Percentage Rent
is due, (iii) certified, true copies of the monthly bills from the Local Utility to each Other Tenant,
who is a participant in the VNMP, during the applicable time period for which the Percentage Rent
is due and (iv) certified true copies of all documents evidencing the sale by Tenant of Clean Energy
Credits to Other Tenants, and the number of Solar Service Participation Agreements in effect
during the applicable time period for which the Percentage Rent is due.""",,,
Site Lease - GLD - Canton (ES).pdf,Termination & Removal - Lessee,,,,,
Site Lease - GLD - Canton (ES).pdf,Termination & Removal - Lessor,,,,,
Site Lease - GLD - Canton (ES).pdf,Termination - Notice Requirements,,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Amendments and/or Estoppels,," (a) Owner or Tenant shall from time to time, within ten (10) days after receipt of the other
party's written request therefor, deliver a written statement addressed to the requesting party and/or to any
Financing Entity (as specified by Tenant) (each an “Estoppel Certificate”) certifying all or some of the
below:
(i) That the Agreement is unmodified and in full force and effect (or if modified, a
brief description of such modification and that this Agreement as so modified is in full force and
effect);
(ii) That the Agreement attached to the Estoppel Certificate is a true and correct copy
of this Agreement, and all amendments hereto, and constitutes the entire agreement between Owner
and Tenant relating to the Solar Facility;
(iii) That to the knowledge of Owner, Tenant has not previously assigned or
hypothecated its rights or interests under this Agreement, except as described in such Estoppel
Certificate with as much specificity as Owner is able to provide;
(iv) The term of this Agreement and the Annual Rent then in effect and any additional
charges pursuant to this Lease;
(v)
The date through which Tenant has paid the Rent;
(vi)
Neither party to the Agreement is in default nor has either breached the Agreement
and, to the best of Owner's knowledge, no facts or circumstances exist which, with the passage of
time or the giving of notice or both, would constitute a default or breach by either such party under
this Agreement;",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Assignment by Lessee,"6a. Upon notice to Owner, Tenant shall have the right to assign or transfer its rights under this Agreement, in whole or in part, to any person or any business entity at any time, subject to the assignee assuming all of Tenant’s obligations hereunder. After delivery by Tenant to Owner of an instrument of assumption by an assignee wherein such assignee assumes all of the obligations of Tenant under this Agreement, Tenant will thereafter be relieved of all liabilities and obligations pursuant to this Agreement.",,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Assignment by Lessor,6b. Owner may assign its rights and obligations under this Agreement to its successor in interest in and to the Property without the prior consent of Tenant.,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Co-terminus with PPA (Y/N),," DEFINITION: Do the term of the lease and PPA run concurrently
    No definition found in the provided text.

    TERM: Co-terminus with PPA (Y/N)
    No mention of PPA found in the provided text.",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Default,,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Effective Date,See Section 22o & comment on this section," TERM: Effective Date

""Effective Date"" is defined in the preamble of this Lease

DEFINITION: Effective Date is the date that the agreement goes into effect; Escalator is an increase in price over the term of the agreement

""Effective Date"" means the date of this Lease, which is the 30th day of September 2019.",278.0,0.8938906752411575,0.5856845737160703
Site Lease - GLD - Hi Lo Biddy.pdf,Eminent Domain,," If the whole or substantially the whole of the Buildings,
Improvements or the Premises should be taken for any public or quasi-public use, by right of
eminent domain or otherwise, or should be sold in lieu of condemnation, then this Lease shall
terminate as of the date when physical possession of the Buildings, Improvements or the Premises
is taken by the condemning authority.",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Expiration Date,"2. The operating term of this Agreement (the “Operations Term”) shall be thirty-five (35) years, commencing on the commencement of commercial operations of the solar array (the “Commencement Date”) and expiring on the thirty-fifth (35th) anniversary of the Commencement Date",,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Fee Simple Owner (Y/N),16d. Owner is the fee owner of the Premises and the Easement, No information about Fee Simple Owner was found in the provided document.,53.0,0.7162162162162162,0.72287914244458
Site Lease - GLD - Hi Lo Biddy.pdf,First Payment Due,"3. Down Payment: Two Thousand, Five Hundred Dollars ($2,500.00), which the parties agree and acknowledge was paid upon execution of Option Agreement",,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Force Majeure,," ""Event of Force Majeure"" under this Lease, means: any acts of God, fire, volcano,
earthquake, hurricane, blizzard, prolonged severe weather conditions, infectious disease,
technological disaster, catastrophe, large scale infestation of any type, tremors, flood, explosion,
release of nuclear radiation, release of biotoxic or of biochemical agent(s), the elements, war,
blockade, riots, mob violence or civil disturbance, any act or acts of terrorism, an inability to
procure goods or services or a general shortage of labor, equipment, facilities, energy, materials or
supplies in the open market, failure of transportation, strikes, walkouts, actions of labor unions,
governmentally imposed moratoriums or court orders. Performance under this Lease shall be
excused by an Event of Force Majeure for the length of the delay caused by the Event of Force
Majeure",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Governing Law,Section 22i & page 1,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Initial Term,"2. The operating term of this Agreement (the “Operations Term”) shall be thirty-five (35) years, commencing on the commencement of commercial operations of the solar array (the “Commencement Date”) and expiring on the thirty-fifth (35th) anniversary of the Commencement Date"," ""Term and Earlier Termination.
D.
1.
Term. The term (“Term”) of this Lease shall commence on the Effective
Date and end on the Year 25 Termination Date or on such earlier date as this Lease may be
terminated in accordance with the provisions of this Lease.""",203.0,0.7408759124087592,0.7832947374991153
Site Lease - GLD - Hi Lo Biddy.pdf,Lessee (Tenant) Entity Name,,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Lessor (Landlord) Entity Name,, **LESSOR (LANDLORD) ENTITY NAME:** Brixmor Felicita Town Center LLC,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Liens,," (e) If the state of title to the Property as set forth in the Title Report indicates any liens, claims
or encumbrances which may interfere with Tenant's use and operation of the Premises and/or the
Easements, Tenant shall have the right but not the obligation to either (i) discharge such liens, claims and/or
encumbrances, if possible, and deduct the cost thereof from the Rent to become due hereunder, or (ii)
terminate this Lease by providing written notice thereof to Owner. Provided, however, the Owner shall
have thirty (30) days upon receipt of notice to clear any title issues prior to any action by Tenant. Upon and
after such termination, neither Owner nor Tenant shall have any further obligation or liability under this
Agreement except as otherwise expressly provided herein; for the avoidance of doubt, in the event that
Tenant determines not to construct the Facility pursuant to this subparagraph, then the Tenant Project
Documents will be assigned to Owner or its assigns at no additional cost to Owner",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Non-Disturbance Requirements,," ""SNDA"" means a subordination, non-disturbance and attornment agreement from a
Lender. Such SNDA shall:
acknowledge and consent to the Tenant's rights in the Premises and License Areas,
b. acknowledge that such Lender has no interest in the Solar System and
Environmental Attributes and shall not gain any interest in the Solar System and Environmental
Attributes by virtue of the Landlord's or the Tenant's performance or breach of this Lease, and
a.",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Payment Terms,"3. Down Payment: Two Thousand, Five Hundred Dollars ($2,500.00), which the parties agree and acknowledge was paid upon execution of Option Agreement
Payment #2: Fifteen Thousand Dollars ($15,000), payable by Tenant within 5 days of execution of this Agreement by all parties.
Fifty-Nine Thousand Dollars ($59,000), due and owing upon the later of (i) the date of the start of commercial operations (the “Commencement Date”) as defined in this Land Lease Agreement, or (ii) January 15, 2022."," **RENT**
**A. Pre-Construction Rent**
1. Pre-Construction Rent shall be paid by Tenant to Landlord in accordance with the following schedule:
a. Monthly Pre-Construction Rent. Commencing on the Effective Date and continuing through the earlier of the Substantial Completion Date or the Termination Date, Tenant shall pay to Landlord monthly pre-construction rent in the amount of One Thousand Dollars ($1,000.00) per month (the ""Pre-Construction Rent""). The Pre-Construction Rent shall be due and payable on the first day of each month in advance.

**B. Base Rent**
1. Base Rent shall be paid by Tenant to Landlord in accordance with the following schedule:
a. Monthly Base Rent. Commencing on the Substantial Completion Date and continuing through the Termination Date, Tenant shall pay to Landlord monthly base rent in the amount of Ten Thousand Dollars ($10,000.00) per month (the ""Base Rent""). The Base Rent shall be due and payable on the first day of each month in advance.

**C. Additional Rent**
1. Tenant shall pay to Landlord, in addition to the Base Rent, additional rent as follows:
a. Real Estate Taxes. Tenant shall pay to Landlord, as additional rent, all real estate taxes, assessments and other governmental charges (including, without limitation, any interest and penalties thereon) imposed on or with respect to the Premises during the Term (the ""Real Estate Taxes""). The Real Estate Taxes shall be due and payable on the Tax Rent Due Date.

**D. Percentage Rent**
Tenant shall pay five percent (5%) of Tenant's Gross Revenues (as defined below) derived from and attributable to the Solar System (the ""Percentage Rent""), which Percentage Rent shall be paid on a semi-annual basis on or before July 31st (with respect to the period from January 1st through June 30th) and on or before January 31st (with respect to the period from July 1st through December 31st) during each year of the Term after the Commercial Operation Date.

**E. Tenant's Occupancy-Based Rent Reduction Right**
1. Notwithstanding anything to the contrary contained in this Lease, if, at any time during the Term, Tenant's occupancy of the Premises is reduced by more than ten percent (10%) due to a casualty or other event beyond Tenant's reasonable control (a ""Casualty Event""), then Tenant's Base Rent and Percentage Rent shall be reduced by an amount equal to the percentage reduction in Tenant's occupancy of the Premises for the period of time that such reduction continues.

**F. Rent**
1. The total rent payable by Tenant to Landlord under this Lease (the ""Rent"") shall be the sum of the Base Rent, the Additional Rent and the Percentage Rent.",2268.0,0.8587656190836804,0.8085664115008181
Site Lease - GLD - Hi Lo Biddy.pdf,"Per Per ($/kWH, $/kW, $/MW, $/MWh, etc.)",, I am unable to locate the requested information in the provided document.,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Prevailing Party Provision (Y/N),, No information about prevailing party provision was found in the provided document.,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Property Size,"1. Owner hereby demises and leases to Tenant, and Tenant hereby leases from Owner, for the purposes described herein, the portion of the Property depicted as “Area Included in Ground Lease, approximately 4 Acres,” on the Site Plan (the “Premises”)",,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Property Tax ($),," Section 8. Taxes. As of the Effective Date, Tenant agrees to pay or cause to be paid when due all
state and local personal property taxes, real estate taxes, municipal charges and assessments due against the
Solar Facility. Nothing in this Section 8 shall be construed as limiting Tenant's right to contest, appeal or
challenge any tax assessment. If property taxes associated solely with the Premises cannot be reasonably
determined, property taxes shall be pro-rated based on land area and the value of the land improvements as
shown on the assessment records of the town. Property taxes, including personal property taxes levied solely
on the Project on the Premises associated with the Project, shall be paid by the Tenant",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Purchase Options,, No sections of the provided document contain information regarding the ability for the Lessee to have an option to buy the land from the Lessor.,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Purchase Options (Y/N),,,,,
Site Lease - GLD - Hi Lo Biddy.pdf,Quiet Enjoyment,," Section 16. Quiet Enjoyment/Additional Owner Representations.
(a) Owner covenants that Tenant, upon paying the Rent and performing the covenants hereof
on the part of Tenant to be performed, shall and may peaceably and quietly have, hold and enjoy the
Premises and the Easements and all related appurtenances, rights, privileges and easements throughout the
Term hereof without any lawful hindrance by Owner and any person claiming by, through or under Owner.",,,
Site Lease - GLD - Hi Lo Biddy.pdf,Removal Requirements,"9. Upon written request of Owner given to Tenant within ten (10) days of the expiration or earlier termination of this Agreement, or at Tenant’s option, all personal property and trade fixtures of Tenant, specifically including, but not limited to, the Solar Facility, shall be removed by Tenant from the Premises within One Hundred Twenty (120) days after the expiration or earlier termination of this Agreement. Notwithstanding anything to the contrary set forth herein, upon the Expiration or earlier termination of this Agreement, Tenant shall, at its sole cost and expense, reasonably restore the Property to its original condition"," Section 9. Removal of Solar Facility. Subject to the terms and conditions of this section, Tenant
shall remove the Solar Facility at the end or termination of the Lease, as it may be renewed. Tenant shall
provide Owner with a minimum of thirty (60) days’ notice of its intent to remove the Solar Facility
(""Tenant's Removal Notice"")

VII. REMOVAL AND RELOCATION.
A.
1.
If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or
Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost
and expense, remove the Solar System from the Premises and restore the License Areas in
accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations
survive the termination of this Lease until said Removal Obligations are fully completed. Tenant
shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date

(a)
During the period commencing on the day that is thirty-one (31) days after the Public
Utility Commission issues a Certificate of Public Good for the Facility in a form and with
conditions acceptable to System Owner, and terminating twelve (12) months thereafter (as
the same may be extended pursuant to Section 4(c) hereof) (the ""Feasibility, Permitting and
Construction Period""), Tenant, and its agents and contractors, are hereby granted the right,
at Tenant's sole cost and expense, to enter upon the Property and conduct such analyses,
tests, reviews, inspections and studies (collectively, the ""Tests"") as Tenant deems necessary
to determine the Property's suitability for Tenant's intended use thereof and to obtain any
and all permits, licenses, agreements and entitlements necessary for Tenant's intended use
of the Property. Such Tests may include, but are not limited to, surveys, soil tests,
environmental evaluations, solar assessments, and such other Tests as Tenant deems
necessary or desirable. In addition, Tenant may obtain an abstract or preliminary title report
regarding the Property from a title insurance company of its choice (the ""Title Report"")

Section 9. Removal of Solar Facility. Upon written request of Owner given to Tenant within ten
(10) days of the expiration or earlier termination of this Agreement, or at Tenant's option, all personal
property and trade fixtures of Tenant, specifically including, but not limited to, the Solar Facility, shall be
removed by Tenant from the Premises within One Hundred Twenty (120) days after the expiration or earlier
termination of this Agreement. Notwithstanding anything to the contrary set forth herein, upon the
expiration or earlier termination of this Agreement, Tenant shall, at its sole cost and expense, reasonably
restore the Property to its original condition, provided that it is understood that it would not be reasonable
to expect that any structures and mature trees removed in conjunction with the Project be replaced with
equivalent structures or mature trees. Tenant shall have the right at any time during the Term of this Lease
to remove the Solar Facility from the Premises without the consent of the Owner

(a) During the period commencing on the Effective Date and terminating twelve (12) months
thereafter (as the same may be extended pursuant to Section 4(c) hereof) (the “Feasibility and Permitting
Period""), Tenant, and its agents and contractors, are hereby granted the right, at Tenant's sole cost and
expense, to enter upon the Property and conduct such analyses, tests, reviews, inspections and studies
(collectively, the “Tests"") as Tenant deems necessary to determine the Property's suitability for Tenant's
intended use thereof and to obtain any and all permits, licenses, agreements and entitlements necessary for
Tenant's intended use of the Property. Tenant shall provide a copy of permit applications to Owner upon
filing and shall provide updates upon Owner's reasonable request. An anticipated list of tenant permits is
attached as Schedule 4(a). Such Tests may include, but are not limited to, surveys, soil tests, environmental
evaluations, solar assessments, and such other Tests as Tenant deems necessary or desirable. In addition,
Tenant may obtain an abstract or preliminary title report regarding the Property from a title insurance
company of its choice (the ""Title Report""). Owner shall within sixty (60) days of the Effective Date provide
Tenant with any and all local, state or federal permits, approvals, authorizations, registrations, and licenses
applicable to the Property (""Owner Permits""), which shall be set forth in Schedule 4(a) hereto. The parties
hereto covenant and agree that notwithstanding anything to the contrary set forth herein, Tenant shall not
be liable to Owner or any third party on account of or otherwise with regard to any pre-existing defect,
condition or encumbrance on or with respect to the Property, title to the Property and/or any improvements
located on the Property, regardless of whether or such defect, condition or encumbrance is disclosed by the
Tests or the Title Report or Owner Permits

(a) If Owner elects not to waive the Tenant's obligation to undertake such removal, then all
personal property and trade fixtures of Tenant, specifically including, but not limited to, the Solar Facility,
shall be removed by Tenant from the Premises within One Hundred Eighty (180) days after the expiration
or earlier termination of this Agreement. Notwithstanding anything to the contrary set forth herein, upon
the expiration or earlier termination of this Agreement, Tenant shall, at its sole cost and expense, reasonably
restore the Property to its original condition, provided that it is understood that it would not be reasonable
to expect that any structures and mature trees removed in conjunction with the Project be replaced with
equivalent structures or mature trees. Tenant shall have the right at any time during the Term of this Lease
to remove the Solar Facility from the Premises without the consent of the Owner; provided, however, that
such removal of the Solar Facility does not itself serve to terminate this Lease; Tenant shall be responsible
for all payments under the Lease until the expiration of the term or other termination in conformance with
this Agreement",5625.0,0.8992805755395683,0.912524964261633
Site Lease - GLD - Hi Lo Biddy.pdf,Removal Timeline & Expectations,"9. Upon written request of Owner given to Tenant within ten (10) days of the expiration or earlier termination of this Agreement, or at Tenant’s option, all personal property and trade fixtures of Tenant, specifically including, but not limited to, the Solar Facility, shall be removed by Tenant from the Premises within One Hundred Twenty (120) days after the expiration or earlier termination of this Agreement. Notwithstanding anything to the contrary set forth herein, upon the Expiration or earlier termination of this Agreement, Tenant shall, at its sole cost and expense, reasonably restore the Property to its original condition"," VII. REMOVAL AND RELOCATION.
A.
If this Lease has not terminated earlier pursuant to Subparagraph I.D.2 or
Paragraph I.F of this Lease, then on the Year 25 Termination Date, Tenant shall, at its sole cost
and expense, remove the Solar System from the Premises and restore the License Areas in
accordance with all Removal Obligations. This Paragraph VII.A and the Removal Obligations
survive the termination of this Lease until said Removal Obligations are fully completed. Tenant
shall complete the Removal Obligations within sixty (60) days of the Year 25 Termination Date",465.0,0.7311320754716981,0.890224710619475
Site Lease - GLD - Hi Lo Biddy.pdf,Renewal Terms,," **Renewal Terms**

Provided Tenant is not in default of the terms of this Lease, Tenant shall have three (3) options to extend this Lease, each option being for a term of five (5) years (each, a “Renewal Term”). Tenant shall exercise such extension option, if at all, by giving written notice to Owner not more than twelve (12) months nor less than three (3) months prior to the expiration of the then current term of the Lease",,,
