Key Items,Instructions
Assignment by Lessee,"## Finding Assignment by Lessee in Lease agreements

**Objective:** Identify and extract sections within a lease agreement document that pertain to the assignment of rights and obligations by either the tenant or the landlord.

**Key Features to Look For:**

* **Section Headings:**
    * Look for sections explicitly labeled as ""Assignment,"" ""Subletting,"" or similar terms.
    * Pay attention to numbered or lettered sections (e.g., ""IX. A,"" ""24 a-"").
* **Keywords:**
    * Focus on keywords such as ""assign,"" ""sublet,"" ""transfer,"" ""convey,"" ""mortgage,"" ""pledge,"" ""security interest,"" and ""financing.""
    * Look for phrases like ""consent of,"" ""approval by,"" ""without the prior written consent,"" ""subject to,"" ""obligations under this Lease,"" and ""assume all of Tenant's/Landlord's obligations.""
* **Parties Involved:**
    * Identify mentions of ""Tenant,"" ""Landlord,"" ""Lessor,"" ""Lessee,"" ""Owner,"" ""Developer,"" ""Affiliate,"" ""Financing Party,"" ""Subsequent Owner,"" and ""Permitted Assignee.""
* **Conditions and Restrictions:**
    * Look for clauses that outline conditions or restrictions on assignment, such as requirements for prior consent, assignee qualifications, assumption of obligations, or limitations on the type of assignee.
* **Special Cases:**
    * Be aware of exceptions or special cases for assignment, such as those related to financing transactions, mergers and acquisitions, or transfers to affiliates.

**Instructions:**

1. **Analyze the provided lease agreement document.**
2. **Identify and extract sections that meet the criteria described above.**
3. **Present the extracted sections, ensuring to maintain the original formatting and numbering for context.**
4. **If possible, provide a brief summary of the key points within each extracted section regarding the assignment terms and conditions.**

**Additional Notes:**

* The specific wording and structure of assignment clauses may vary across different lease agreements.
* Pay close attention to the context and surrounding text to accurately interpret the meaning of each clause.
* Consider potential variations in terminology (e.g., ""Lessor/Lessee"" vs. ""Landlord/Tenant"").
"
Assignment by Lessor,"## Finding Assignment by Lessor in Lease agreements

**Objective:** Identify and extract sections within a lease document that pertain to the assignment of rights and obligations by either the Landlord or Tenant.

**Keywords and Patterns to Look for:**

* **Explicit Section Titles:**
    * ""Assignment""
    * ""Transfer""
    * ""Conveyance""
* **Keywords within Text:**
    * ""Assign""
    * ""Sublet""
    * ""Transfer""
    * ""Convey""
    * ""Successor""
    * ""Affiliate""
    * ""Lender""
    * ""Financing""
    * ""Mortgage""
* **Common Phrases:**
    * ""Right to assign""
    * ""Subject to the terms of this Lease""
    * ""With the consent of""
    * ""Without the consent of""
    * ""Assumption of obligations""
    * ""Release from liability""
* **Numbered Sections:** Pay attention to sections explicitly labeled with Roman numerals (e.g., IX, XIV) or numerical figures (e.g., 6, 15, 24) combined with keywords related to assignment.

**Additional Features:**

* Look for clauses that specify conditions or limitations on assignment, such as:
    * Requirement for prior written consent
    * Restrictions on the type of assignee
    * Obligations of the assignee (e.g., assuming existing obligations)
    * Notice periods for informing the other party of an assignment
* Be aware of terms like ""Permitted Assignee"" which might define specific categories of entities allowed for assignment.

**Instructions for Gemini:**

1. **Analyze the provided lease document.**
2. **Identify sections that contain the keywords and patterns mentioned above.**
3. **Extract the full text of these sections.**
4. **Present the extracted sections, clearly indicating their location within the document (e.g., section number, page number).**
5. **If possible, provide a brief summary of each extracted section, highlighting key points like restrictions, conditions, and parties involved.**

**By following these instructions and analyzing the text structure and patterns, Gemini should be able to effectively locate and present the assignment clauses within the lease document.**
"
Removal Requirements,"## Finding Removal Requirements in Lease Documents:

**Objective:** Identify and extract clauses within a lease agreement related to the removal of tenant installations and restoration of the property upon lease termination or expiration.

**Keywords and Patterns:**

* **Trigger Words:** Termination, Expiration, Removal, Restore, Decommissioning, Final Term
* **Subject Phrases:** System, Solar Facility, Equipment, Property, Premises, Land
* **Action Verbs:** Remove, Restore, Return, Repair, Decommission
* **Timeframes:** Specific number of days for removal/restoration (e.g., 180 days)
* **Conditions:** Phrases like ""at Lessee's expense,"" ""sole cost and expense,"" ""normal wear and tear excepted""
* **Security:** Mention of performance bonds, letters of credit, or other financial guarantees related to decommissioning

**Instructions:**

1. Scan the lease agreement for sections containing the keywords and patterns mentioned above.
2. Pay close attention to clauses with headings like ""Termination,"" ""Expiration,"" ""Removal,"" ""Restoration,"" or ""Decommissioning.""
3. Identify sections outlining the responsibilities of the lessee (tenant) regarding the removal of installations and restoration of the property.
4. Extract the specific text of the relevant clauses, including any details about timeframes, costs, and required actions.
5. If available, note the section numbers or headings for easier reference.

**Additional Tips:**

* Pay attention to cross-references within the document, as relevant clauses may be mentioned in other sections.
* Consider the context of the lease agreement and the nature of the property and installations involved.
* If the document is lengthy or complex, consider using keyword search functions to help locate relevant sections.
"
Site Access Rights,"## Finding Site Access Rights in Lease Documents:

**Definition** Site Access Rights -> Ability to access the project (may have to cross over another parcel, etc.)

**Objective:** Identify and extract sections within a lease document that pertain to access rights, permitted uses of the premises, and installation/operation of equipment (specifically solar energy systems).

**Instructions:**

1. **Keywords:** Search for sections containing keywords related to:
    * **Access:** access, ingress, egress, entry, 24/7, easements, parking, restrictions, limitations, permission.
    * **Permitted Use:** use, utilize, operate, occupy, purpose, solar, energy, system, construction, installation, maintenance, repair, removal.
    * **Installation/Operation:** equipment, lines, wires, conduit, infrastructure, interconnection, electric, utility, system, construction, maintenance, repair.
2. **Section Identification:** Pay close attention to:
    * **Numbered sections/articles:** Look for sections labeled with Roman numerals (e.g., III, IV), letters (e.g., A, B), and numbers (e.g., 1, 2, 3).
    * **Headings and subheadings:** Identify sections titled with relevant keywords like ""Access"", ""Use of Premises"", ""Permitted Use"", ""Solar System Installation"", ""Operation and Ownership"", etc.
3. **Contextual Clues:**
    * **Parties involved:** Look for mentions of ""Tenant"", ""Landlord"", ""Lessee"", ""Lessor"", ""Owner"", ""Developer"" in relation to access rights and usage permissions.
    * **Timeframes:** Note any specific timeframes mentioned for access or permitted use, such as ""during the Term"", ""Business Days"", specific hours, etc.
    * **Conditions and limitations:** Identify any restrictions or conditions placed on access, use, or installation/operation of equipment.
4. **Output:**
    * **Extract the relevant text sections:** Provide the exact text of the sections identified using the above criteria.
    * **Cite the location:** Include the section number, heading, or any other identifying information to specify where the extracted text is found within the document.

**Additional Notes:**

* Be aware of synonyms and variations of keywords.
* Consider the context of the keywords to ensure relevance to the objective.
* If the document has a table of contents, use it to quickly navigate to potentially relevant sections.
"
Quiet Enjoyment,"## Finding Quiet Enjoyment Clauses in Lease Agreements: A Guide for Gemini

**Definition** Quiet Enjoyment -> the right to inhabit or use certain property without disturbance.

**Objective:** Locate and analyze clauses related to ""quiet enjoyment"" within a lease agreement.

**Keywords and Patterns:**

* **Section Titles:** Look for sections explicitly titled ""Quiet Enjoyment,"" ""Title and Quiet Possession,"" or similar variations.
* **Keywords:** Search for keywords such as ""quiet enjoyment,"" ""peaceable possession,"" ""hindrance,"" ""interference,"" ""molestation,"" ""claim of superior title,"" and ""right to possess.""
* **Covenants and Warranties:** Identify clauses where the landlord (lessor/owner) provides covenants and warranties regarding the tenant's (lessee/developer) right to undisturbed use and possession of the premises.
* **Conditions:** Pay attention to any conditions associated with the quiet enjoyment right, such as the tenant being current on rent and fulfilling their obligations under the lease.
* **Duration:** Note the duration of the quiet enjoyment right, typically spanning the entire lease term.

**Process:**

1. **Section Titles:** Begin by scanning the document's table of contents or headings for relevant section titles directly mentioning ""quiet enjoyment"" or related terms.
2. **Keyword Search:** If no specific sections are found, perform a keyword search using the terms listed above. Analyze the context of each result to determine its relevance.
3. **Analyze Clauses:** Carefully read the identified clauses to understand the specific rights and obligations related to quiet enjoyment. Pay attention to any limitations or conditions.
4. **Compare Clauses:** If multiple clauses address quiet enjoyment, compare their wording and scope to identify any potential inconsistencies or areas requiring clarification.

**Additional Tips:**

* **Context Matters:** Consider the overall context of the lease agreement and the specific nature of the leased property when interpreting quiet enjoyment clauses.
* **Legal Advice:**  While this guide can help you locate relevant clauses, seeking legal advice is crucial for a comprehensive understanding of your rights and obligations under the lease agreement.

Please analyze the provided lease agreement and identify all clauses related to the tenant's right to quiet enjoyment of the premises. Highlight the specific sections, keywords, and any relevant conditions or limitations associated with this right.
"
Non-Disturbance Requirements,"## Finding Non-Disturbance Agreement Clauses

**Definition** Non-disturbance Requirements -> Ensures that a rental agreement between the tenant and the landlord will continue under any circumstances

**Objective:** Locate and extract sections within a lease document that pertain to Non-Disturbance Agreements (NDAs) or similar provisions protecting the tenant's occupancy rights in case of property ownership changes.

**Keywords and Patterns to Look For:**

* **Section Titles:**
    * ""Non-Disturbance Agreement""
    * ""Subordination and Non-Disturbance""
    * Similar titles mentioning tenant rights, lender agreements, or ownership changes.
* **Key Terms:**
    * ""Non-disturbance""
    * ""Agreement""
    * ""Mortgage"" / ""Deed of Trust""
    * ""Lienholder""
    * ""Beneficiary""
    * ""Subordination""
    * ""Attornment""
    * ""Foreclosure""
    * ""Tenant's rights""
    * ""Landlord's successor""
* **Contextual Clues:**
    * Clauses discussing the landlord's obligation to obtain agreements from lenders or other parties with superior interests in the property.
    * Clauses outlining the tenant's rights and protections in case of property sale, foreclosure, or transfer of ownership.
    * Agreements ensuring the lease remains valid and enforceable even if the property ownership changes.

**Instructions for Gemini:**

1. **Scan the document:** Analyze the lease document and identify sections containing the keywords and patterns mentioned above.
2. **Extract relevant sections:** Once identified, extract the full text of each section that appears to address Non-Disturbance Agreements or similar tenant protection clauses.
3. **Present the findings:** Provide the extracted sections as output, clearly indicating the corresponding section titles or numbers for easier reference within the lease document.
4. **Additional considerations:**
    * Be aware of variations in terminology and phrasing.
    * The specific location (section number) and titles may differ across lease documents.
    * Consider the context to ensure the extracted sections truly pertain to Non-Disturbance Agreements.
"
SNDA,""
Eminent Domain,"## Finding Condemnation Clauses in Lease Agreements

**Definition** Eminent domain - the right of a government or its agent to expropriate private property for public use, with payment of compensation.

**Objective:** Locate and analyze sections within a lease document that address condemnation, eminent domain, or governmental taking of the leased property.

**Key Indicators:**

* **Section Titles:** Look for sections explicitly titled ""Condemnation,"" ""Eminent Domain,"" ""Governmental Taking,"" or similar variations.
* **Keywords:** Search for keywords such as ""condemnation,"" ""eminent domain,"" ""taking,"" ""governmental action,"" ""public utility,"" ""title transfer,"" ""compensation,"" ""proceeds,"" ""termination,"" ""partial taking,"" ""total taking,"" and ""relocation.""
* **Defined Terms:** Pay attention to defined terms like ""Taking,"" ""Total Taking,"" ""Partial Taking,"" and their corresponding definitions within the document.
* **Triggering Events:** Identify clauses outlining the specific events that trigger the condemnation provisions, such as a governmental entity acquiring the property or the property becoming unsuitable for the intended use due to the taking.
* **Termination Rights:** Analyze clauses detailing the conditions under which the lease can be terminated due to condemnation, including options for partial termination or continuation for the unaffected portion of the property.
* **Compensation and Proceeds Allocation:**  Examine how the document addresses the distribution of compensation or proceeds resulting from the condemnation, specifically the allocation between lessor and lessee. This may involve considerations of fair market value, improvements made by the lessee, and business interruption losses.
* **Participation Rights:** Look for clauses that grant the lessee the right to participate in condemnation proceedings and any limitations or requirements associated with such participation.

**Additional Tips:**

* **Cross-Referencing:** Pay attention to cross-references within the lease agreement that may point to relevant sections related to condemnation.
* **Contextual Clues:** Analyze the overall context of the lease agreement and the nature of the leased property to better understand the potential impact of condemnation and the related clauses.

**Prompt for Gemini:**

> ""Analyze the provided lease agreement and identify all sections related to condemnation, eminent domain, or governmental taking of the leased property. Extract the relevant text sections and provide a summary of the key provisions, including termination rights, compensation allocation, and participation rights for the lessee.""
"
Force Majeure,"## Instruction on how to locate Force Majeure Clauses:

**Objective:** Identify and extract sections within a lease document that pertain to ""Force Majeure"" clauses.

**Instructions:**

1. **Keyword Search:** Begin by searching for the keywords ""Force Majeure,"" ""ForceMajeure,"" ""Event of Force Majeure,"" and ""Force Majeure Event"" within the document.
2. **Section Identification:** Look for these keywords within section headings, subheadings, or numbered clauses. Common formats include:
    * **Headings:** ""SECTION [NUMBER]. FORCE MAJEURE,"" ""Article [NUMBER] - Force Majeure""
    * **Subheadings:** ""[Number]. Force Majeure""
3. **Contextual Clues:** Analyze the surrounding text for contextual clues that indicate a Force Majeure clause. Look for:
    * **Definitions:** Phrases like ""means,"" ""defined as,"" or a list of events following the keyword.
    * **Conditions:**  Sentences describing events beyond the reasonable control of either party, including acts of God, natural disasters, war, strikes, government actions, etc.
    * **Consequences:** Explanations of how Force Majeure events impact the parties' obligations, such as excused performance, extensions of time, or termination options.
4. **Extract Text:** Once you identify a potential Force Majeure clause, extract the entire section, including the heading, definition, conditions, and consequences.

**Additional Tips:**

* Pay attention to variations in terminology, such as ""Event of Force Majeure"" or ""Force Majeure Event.""
* Be aware of potential exceptions or limitations within the clause.
* If the document has a table of contents, use it to quickly navigate to relevant sections.

**Output:**

Provide the extracted text of each identified Force Majeure clause, including its location within the document (e.g., section number, page number).
"
Property Tax ($),"## Analyzing Lease Document Samples for Property Tax key

Property Tax key is the amount of property taxes for operational and valuation purposes.

To extract this key you need to look for everything related to property tax."
Purchase Options (Y/N),"## Purchase Option Keywords:

**General Keywords:**

* Purchase option
* Option to purchase
* Right of first refusal
* Buy-out option
* Call option
* Acquisition option

**Lease Agreement Specific Keywords:**

* Lease-to-own
* Lease with option to purchase
* Lease purchase agreement
* Land purchase option agreement
* Option exercise
* Option period
* Option fee
* Exercise price
* Purchase price
* Fair market value
* Appraisal

**Parties Involved:**

* Lessor/Landlord/Owner
* Lessee/Tenant/Buyer

**Additional Keywords:**

* Equity
* Ownership
* Property rights
* Title transfer
* Closing
* Financing

Find text that describes possible purchase options, ability for Lessee to have an option to buy the land from the Lessor. If this text is in the document."
Liens,"## Instruction on how to extract Liens sections from Lease Documents:

**Objective:** Locate and extract sections of text within a lease document related to liens and encumbrances on the property.

**Keywords and Phrases:**

*   Liens
*   Encumbrances
*   Mortgage
*   Pledge
*   Security Interest
*   Charge
*   Mechanics Lien
*   Fee Simple Title
*   Subordination
*   Non-Disturbance Agreement
*   Permitted Mortgage
*   Waiver of Lien Rights

**Structural Clues:**

*   Numbered sections or clauses (e.g., Liens)
*   Subsections labeled with letters (e.g., a. Mechanics Lien)
*   References to exhibits
*   Indentation and formatting changes to signify different levels of information

**Contextual Features:**

*   Focus on ownership rights and limitations
*   Discussion of financial obligations and liabilities
*   Protection of lessee's interests in the property
*   Conditions for granting mortgages or other encumbrances

**Instructions:**

1. **Scan the lease document for the keywords and phrases listed above.** Pay attention to section headings, subheadings, and any formatting that might indicate relevant information.
2. **Identify sections discussing ownership of the property and any limitations or encumbrances on that ownership.** Look for terms like ""fee simple title,"" ""liens,"" and ""encumbrances.""
3. **Pay close attention to clauses that address the creation or existence of future liens.**  This may involve language discussing the lessor's obligations to prevent liens, notify the lessee of liens, or discharge existing liens.
4. **Extract paragraphs that specifically address the following topics:**
    *   Permitted mortgages and the conditions under which they may be granted.
    *   Mechanics liens and the lessee's responsibility for addressing them.
    *   The lessor's waiver of lien rights on the property or specific improvements.
    *   Subordination agreements and their role in protecting the lessee's interests.
5. **Compile the extracted text sections and present them in a clear and organized manner.**

**Additional Tips:**

*   Consider using a search function within your document viewer to quickly locate instances of the keywords.
*   Pay attention to the overall context of the document and the specific lease agreement.
*   If the lease document is lengthy or complex, you may need to break down the search process into smaller sections.
"
Amendments and/or Estoppels,"## Instructions on finding the Amendments and Estoppels in lease agreements.

**Look for Keywords**

* Amendment
* Estoppel
* Assignment

**Additional Tips:**

* **Provide context:** If possible, give me information about the type of lease and property.
* **Start broad, then refine:** Begin with a general prompt and then refine it based on the results.
* **Use quotation marks for exact phrases:** If you're looking for a specific phrase, enclose it in quotation marks."
Prevailing Party Provision (Y/N),"## Finding Attorneys' Fees Clauses in Lease Agreements

The answer needs to be YES or NO based on the provided agreement sections related to prevailing party provision.
YES - Whether prevailing party in any dispute and/or litigation gets its legal costs covered by non prevailing party.
NO - when the prevailing party does not have cost covered by non-prevailing party.

Based on the provided samples, here's how to identify sections related to attorneys' fees in lease documents:

**Keywords and Patterns:**

* **""Prevailing Party"":** This term is consistently used to indicate who is entitled to collect fees.
* **""attorneys' fees"":**  This is the key phrase indicating the subject matter.
* **""costs and expenses""**: Often accompanies ""attorneys' fees"", indicating additional recoverable expenses.
* **""dispute"", ""lawsuit"", ""action"", ""proceeding""**: These terms signify the context in which fees become relevant.
* **""enforce""**:  Indicates the clause pertains to enforcement of the agreement.
* **Location:** Look for these keywords within clauses numbered or lettered sections.

**Additional Features:**

* **Context:** These clauses typically appear within sections dealing with defaults, disputes, or remedies.
* **Sentence Structure:**  The sentence often starts with ""The prevailing party..."" and ends with ""...entitled to reasonable attorneys' fees and costs.""

**Objective:** Locate clauses related to awarding attorneys' fees in a lease agreement.

**Instructions:**

1. **Scan the document** for sections containing keywords such as ""prevailing party,"" ""attorneys' fees,"" ""costs,"" ""dispute,"" ""action,"" or ""enforce.""
2. **Focus on clauses** where the sentence structure resembles ""The prevailing party...entitled to reasonable attorneys' fees and costs.""
3. **Identify the specific conditions** under which attorneys' fees are awarded (e.g., breach of contract, legal action).
4. **Extract the relevant section** of text and present it as a result.

**Additional Tips:**

* You can modify the keywords to include variations like ""legal fees,"" ""litigation costs,"" or ""counsel fees.""
* Look for clauses mentioning alternative dispute resolution methods like arbitration, as they may also address fee allocation.
* Pay attention to any limitations or exceptions regarding the awarding of fees.

By following these guidelines and using the provided prompt, you can effectively utilize Gemini to identify and analyze attorneys' fees clauses within lease agreements.
"
Governing Law,"## Finding Governing Law Sections in Lease Documents:

**Objective:** Locate and extract the section within a lease document that defines the governing law for the agreement.

**Instructions:**

1. **Keyword Search:** Begin by searching for the following keywords and phrases that commonly appear in governing law clauses:
    * ""Governing Law""
    * ""Choice of Law""
    * ""construed in accordance with the laws of""
    * ""governed by the laws of""
    * ""without regard to conflict of laws principles""

2. **Section Identification:**  Look for these keywords within section headers, numbered lists, or paragraphs that seem separate from the main body text. Governing law clauses often appear as subsections with labels like:
    * Numbered sections (e.g., ""Section 12.1"", ""28.d."")
    * Labeled subsections (e.g., ""X.E."", ""24h."")
    * Subheadings within sections (e.g., ""Miscellaneous Provisions"")

3. **Contextual Clues:**  The governing law section typically:
    * Mentions a specific state or jurisdiction whose laws will govern the lease.
    * May explicitly exclude consideration of ""conflict of laws principles.""
    * Is relatively short and concise, often contained within a single paragraph.

4. **Examples:** Based on the provided samples, here are some patterns to look for:
    * **Direct Statements:** ""This Lease shall be construed and enforced in accordance with the laws of the State of [State Name].""
    * **Choice of Law Clauses:** ""The law of the State of [State Name] shall govern this Lease without giving effect to conflict of laws principles.""
    * **Location-Based Clauses:** ""This Agreement shall be governed by and construed in accordance with the laws of the state in which the Property is located...""

5. **Output:** Once you've identified the governing law section, extract the entire text of that section, including the section label or number if present.

**Additional Tips:**

* Be aware of variations in phrasing and formatting across different lease documents.
* If multiple potential sections are found, prioritize those with clearer language and more specific references to governing law.
* If no clear governing law section is found, note this observation in your output.
"
